cz,pop,parent,child,prop
5700,130610,1,3,0.184
5700,130610,2,3,0.227
5700,130610,3,3,0.204
5700,130610,4,3,0.207
5700,130610,5,3,0.194
5800,138212,1,3,0.17
5800,138212,2,3,0.212
5800,138212,3,3,0.22
5800,138212,4,3,0.221
5800,138212,5,3,0.165
5900,252059,1,3,0.177
5900,252059,2,3,0.224
5900,252059,3,3,0.252
5900,252059,4,3,0.229
5900,252059,5,3,0.173
6000,519583,1,3,0.175
6000,519583,2,3,0.199
6000,519583,3,3,0.216
6000,519583,4,3,0.196
6000,519583,5,3,0.159
6100,304068,1,3,0.185
6100,304068,2,3,0.22
6100,304068,3,3,0.219
6100,304068,4,3,0.185
6100,304068,5,3,0.152
6200,230941,1,3,0.182
6200,230941,2,3,0.207
6200,230941,3,3,0.204
6200,230941,4,3,0.188
6200,230941,5,3,0.155
6301,84309,1,3,0.181
6301,84309,2,3,0.22
6301,84309,3,3,0.237
6301,84309,4,3,0.22
6301,84309,5,3,0.179
6302,98362,1,3,0.184
6302,98362,2,3,0.202
6302,98362,3,3,0.235
6302,98362,4,3,0.196
6302,98362,5,3,0.198
6401,490863,1,3,0.17
6401,490863,2,3,0.204
6401,490863,3,3,0.221
6401,490863,4,3,0.21
6401,490863,5,3,0.182
6402,104194,1,3,0.193
6402,104194,2,3,0.222
6402,104194,3,3,0.234
6402,104194,4,3,0.197
6402,104194,5,3,0.181
6501,43254,1,3,0.21
6501,43254,2,3,0.213
6501,43254,3,3,0.222
6501,43254,4,3,0.194
6501,43254,5,3,0.221
6502,203077,1,3,0.178
6502,203077,2,3,0.218
6502,203077,3,3,0.234
6502,203077,4,3,0.204
6502,203077,5,3,0.192
6600,418304,1,3,0.191
6600,418304,2,3,0.225
6600,418304,3,3,0.232
6600,418304,4,3,0.223
6600,418304,5,3,0.17
6700,2395997,1,3,0.196
6700,2395997,2,3,0.224
6700,2395997,3,3,0.237
6700,2395997,4,3,0.22
6700,2395997,5,3,0.18
6800,598228,1,3,0.2
6800,598228,2,3,0.229
6800,598228,3,3,0.237
6800,598228,4,3,0.219
6800,598228,5,3,0.182
6900,763795,1,3,0.187
6900,763795,2,3,0.205
6900,763795,3,3,0.223
6900,763795,4,3,0.227
6900,763795,5,3,0.181
7000,3955969,1,3,0.224
7000,3955969,2,3,0.241
7000,3955969,3,3,0.236
7000,3955969,4,3,0.223
7000,3955969,5,3,0.18
7100,1533306,1,3,0.197
7100,1533306,2,3,0.222
7100,1533306,3,3,0.223
7100,1533306,4,3,0.219
7100,1533306,5,3,0.182
7200,692265,1,3,0.198
7200,692265,2,3,0.224
7200,692265,3,3,0.231
7200,692265,4,3,0.234
7200,692265,5,3,0.191
7300,589177,1,3,0.19
7300,589177,2,3,0.221
7300,589177,3,3,0.222
7300,589177,4,3,0.216
7300,589177,5,3,0.181
7400,1697906,1,3,0.195
7400,1697906,2,3,0.222
7400,1697906,3,3,0.235
7400,1697906,4,3,0.224
7400,1697906,5,3,0.185
7500,563598,1,3,0.18
7500,563598,2,3,0.215
7500,563598,3,3,0.227
7500,563598,4,3,0.227
7500,563598,5,3,0.187
7600,1176696,1,3,0.183
7600,1176696,2,3,0.218
7600,1176696,3,3,0.233
7600,1176696,4,3,0.223
7600,1176696,5,3,0.185
7700,149695,1,3,0.188
7700,149695,2,3,0.229
7700,149695,3,3,0.224
7700,149695,4,3,0.232
7700,149695,5,3,0.178
7800,377001,1,3,0.191
7800,377001,2,3,0.224
7800,377001,3,3,0.23
7800,377001,4,3,0.215
7800,377001,5,3,0.182
7900,320199,1,3,0.177
7900,320199,2,3,0.227
7900,320199,3,3,0.217
7900,320199,4,3,0.224
7900,320199,5,3,0.158
8000,209914,1,3,0.174
8000,209914,2,3,0.219
8000,209914,3,3,0.236
8000,209914,4,3,0.226
8000,209914,5,3,0.176
8100,722201,1,3,0.173
8100,722201,2,3,0.217
8100,722201,3,3,0.246
8100,722201,4,3,0.237
8100,722201,5,3,0.188
8201,72733,1,3,0.167
8201,72733,2,3,0.213
8201,72733,3,3,0.241
8201,72733,4,3,0.208
8201,72733,5,3,0.2
8202,587297,1,3,0.191
8202,587297,2,3,0.222
8202,587297,3,3,0.237
8202,587297,4,3,0.228
8202,587297,5,3,0.204
8300,894291,1,3,0.181
8300,894291,2,3,0.222
8300,894291,3,3,0.232
8300,894291,4,3,0.226
8300,894291,5,3,0.183
8401,525842,1,3,0.172
8401,525842,2,3,0.202
8401,525842,3,3,0.224
8401,525842,4,3,0.209
8401,525842,5,3,0.172
8402,35518,1,3,0.178
8402,35518,2,3,0.211
8402,35518,3,3,0.182
8402,35518,4,3,0.204
8402,35518,5,3,0.167
8501,27415,1,3,0.167
8501,27415,2,3,0.221
8501,27415,3,3,0.182
8501,27415,4,3,0.194
8501,27415,5,3,0.203
8502,42098,1,3,0.145
8502,42098,2,3,0.214
8502,42098,3,3,0.226
8502,42098,4,3,0.196
8502,42098,5,3,0.19
8503,241530,1,3,0.162
8503,241530,2,3,0.219
8503,241530,3,3,0.237
8503,241530,4,3,0.219
8503,241530,5,3,0.184
8601,113122,1,3,0.182
8601,113122,2,3,0.208
8601,113122,3,3,0.214
8601,113122,4,3,0.192
8601,113122,5,3,0.184
8602,93044,1,3,0.157
8602,93044,2,3,0.223
8602,93044,3,3,0.213
8602,93044,4,3,0.234
8602,93044,5,3,0.183
8701,131279,1,3,0.169
8701,131279,2,3,0.232
8701,131279,3,3,0.238
8701,131279,4,3,0.228
8701,131279,5,3,0.185
8702,111346,1,3,0.153
8702,111346,2,3,0.18
8702,111346,3,3,0.217
8702,111346,4,3,0.212
8702,111346,5,3,0.179
8800,434615,1,3,0.173
8800,434615,2,3,0.215
8800,434615,3,3,0.231
8800,434615,4,3,0.223
8800,434615,5,3,0.165
8900,386870,1,3,0.149
8900,386870,2,3,0.186
8900,386870,3,3,0.221
8900,386870,4,3,0.209
8900,386870,5,3,0.185
9001,108438,1,3,0.187
9001,108438,2,3,0.218
9001,108438,3,3,0.218
9001,108438,4,3,0.183
9001,108438,5,3,0.179
9002,83808,1,3,0.163
9002,83808,2,3,0.196
9002,83808,3,3,0.229
9002,83808,4,3,0.196
9002,83808,5,3,0.162
9003,74610,1,3,0.162
9003,74610,2,3,0.199
9003,74610,3,3,0.217
9003,74610,4,3,0.198
9003,74610,5,3,0.17
9100,3798017,1,3,0.177
9100,3798017,2,3,0.203
9100,3798017,3,3,0.221
9100,3798017,4,3,0.216
9100,3798017,5,3,0.179
9200,135136,1,3,0.177
9200,135136,2,3,0.207
9200,135136,3,3,0.239
9200,135136,4,3,0.209
9200,135136,5,3,0.175
9301,212223,1,3,0.166
9301,212223,2,3,0.195
9301,212223,3,3,0.227
9301,212223,4,3,0.206
9301,212223,5,3,0.188
9302,89228,1,3,0.184
9302,89228,2,3,0.217
9302,89228,3,3,0.226
9302,89228,4,3,0.21
9302,89228,5,3,0.175
9400,272150,1,3,0.186
9400,272150,2,3,0.215
9400,272150,3,3,0.218
9400,272150,4,3,0.201
9400,272150,5,3,0.184
9500,148252,1,3,0.195
9500,148252,2,3,0.208
9500,148252,3,3,0.221
9500,148252,4,3,0.188
9500,148252,5,3,0.161
9600,457299,1,3,0.172
9600,457299,2,3,0.209
9600,457299,3,3,0.218
9600,457299,4,3,0.2
9600,457299,5,3,0.174
9701,303656,1,3,0.186
9701,303656,2,3,0.222
9701,303656,3,3,0.236
9701,303656,4,3,0.231
9701,303656,5,3,0.182
9702,65826,1,3,0.152
9702,65826,2,3,0.185
9702,65826,3,3,0.206
9702,65826,4,3,0.202
9702,65826,5,3,0.212
9800,150911,1,3,0.165
9800,150911,2,3,0.203
9800,150911,3,3,0.217
9800,150911,4,3,0.189
9800,150911,5,3,0.167
9900,426634,1,3,0.174
9900,426634,2,3,0.224
9900,426634,3,3,0.235
9900,426634,4,3,0.231
9900,426634,5,3,0.188
10000,172606,1,3,0.172
10000,172606,2,3,0.232
10000,172606,3,3,0.229
10000,172606,4,3,0.215
10000,172606,5,3,0.178
10101,43992,1,3,0.177
10101,43992,2,3,0.206
10101,43992,3,3,0.209
10101,43992,4,3,0.2
10101,43992,5,3,0.169
10102,66396,1,3,0.168
10102,66396,2,3,0.221
10102,66396,3,3,0.215
10102,66396,4,3,0.213
10102,66396,5,3,0.19
10200,181765,1,3,0.158
10200,181765,2,3,0.198
10200,181765,3,3,0.205
10200,181765,4,3,0.21
10200,181765,5,3,0.198
10301,61458,1,3,0.171
10301,61458,2,3,0.207
10301,61458,3,3,0.229
10301,61458,4,3,0.212
10301,61458,5,3,0.143
10302,223605,1,3,0.175
10302,223605,2,3,0.219
10302,223605,3,3,0.221
10302,223605,4,3,0.196
10302,223605,5,3,0.171
10400,157091,1,3,0.156
10400,157091,2,3,0.195
10400,157091,3,3,0.229
10400,157091,4,3,0.197
10400,157091,5,3,0.171
10501,95083,1,3,0.157
10501,95083,2,3,0.206
10501,95083,3,3,0.231
10501,95083,4,3,0.199
10501,95083,5,3,0.163
10502,105093,1,3,0.15
10502,105093,2,3,0.197
10502,105093,3,3,0.217
10502,105093,4,3,0.211
10502,105093,5,3,0.146
10600,161169,1,3,0.171
10600,161169,2,3,0.197
10600,161169,3,3,0.189
10600,161169,4,3,0.172
10600,161169,5,3,0.151
10700,1038182,1,3,0.172
10700,1038182,2,3,0.206
10700,1038182,3,3,0.218
10700,1038182,4,3,0.2
10700,1038182,5,3,0.173
10801,261112,1,3,0.162
10801,261112,2,3,0.208
10801,261112,3,3,0.212
10801,261112,4,3,0.197
10801,261112,5,3,0.154
10802,63233,1,3,0.18
10802,63233,2,3,0.205
10802,63233,3,3,0.192
10802,63233,4,3,0.185
10802,63233,5,3,0.179
10900,623252,1,3,0.182
10900,623252,2,3,0.227
10900,623252,3,3,0.244
10900,623252,4,3,0.224
10900,623252,5,3,0.187
11001,599405,1,3,0.168
11001,599405,2,3,0.192
11001,599405,3,3,0.207
11001,599405,4,3,0.2
11001,599405,5,3,0.168
11002,76853,1,3,0.189
11002,76853,2,3,0.215
11002,76853,3,3,0.232
11002,76853,4,3,0.225
11002,76853,5,3,0.189
11101,367927,1,3,0.16
11101,367927,2,3,0.2
11101,367927,3,3,0.225
11101,367927,4,3,0.205
11101,367927,5,3,0.18
11102,80901,1,3,0.191
11102,80901,2,3,0.212
11102,80901,3,3,0.196
11102,80901,4,3,0.185
11102,80901,5,3,0.144
11201,199334,1,3,0.165
11201,199334,2,3,0.214
11201,199334,3,3,0.2
11201,199334,4,3,0.189
11201,199334,5,3,0.156
11202,53037,1,3,0.136
11202,53037,2,3,0.17
11202,53037,3,3,0.159
11202,53037,4,3,0.137
11202,53037,5,3,0.1
11203,84011,1,3,0.158
11203,84011,2,3,0.19
11203,84011,3,3,0.187
11203,84011,4,3,0.183
11203,84011,5,3,0.175
11301,241044,1,3,0.193
11301,241044,2,3,0.224
11301,241044,3,3,0.194
11301,241044,4,3,0.197
11301,241044,5,3,0.173
11302,2512431,1,3,0.182
11302,2512431,2,3,0.209
11302,2512431,3,3,0.207
11302,2512431,4,3,0.195
11302,2512431,5,3,0.155
11303,59342,1,3,0.181
11303,59342,2,3,0.226
11303,59342,3,3,0.242
11303,59342,4,3,0.186
11303,59342,5,3,0.18
11304,4632415,1,3,0.193
11304,4632415,2,3,0.211
11304,4632415,3,3,0.209
11304,4632415,4,3,0.19
11304,4632415,5,3,0.153
11401,121919,1,3,0.194
11401,121919,2,3,0.206
11401,121919,3,3,0.201
11401,121919,4,3,0.183
11401,121919,5,3,0.194
11402,114408,1,3,0.205
11402,114408,2,3,0.243
11402,114408,3,3,0.23
11402,114408,4,3,0.211
11402,114408,5,3,0.173
11403,57510,1,3,0.177
11403,57510,2,3,0.21
11403,57510,3,3,0.234
11403,57510,4,3,0.232
11403,57510,5,3,0.184
11500,303839,1,3,0.178
11500,303839,2,3,0.214
11500,303839,3,3,0.219
11500,303839,4,3,0.225
11500,303839,5,3,0.185
11600,5327827,1,3,0.163
11600,5327827,2,3,0.202
11600,5327827,3,3,0.211
11600,5327827,4,3,0.211
11600,5327827,5,3,0.178
11700,447728,1,3,0.157
11700,447728,2,3,0.213
11700,447728,3,3,0.224
11700,447728,4,3,0.213
11700,447728,5,3,0.178
11800,136888,1,3,0.187
11800,136888,2,3,0.213
11800,136888,3,3,0.21
11800,136888,4,3,0.209
11800,136888,5,3,0.174
11900,540707,1,3,0.173
11900,540707,2,3,0.208
11900,540707,3,3,0.214
11900,540707,4,3,0.197
11900,540707,5,3,0.18
12001,120045,1,3,0.185
12001,120045,2,3,0.224
12001,120045,3,3,0.232
12001,120045,4,3,0.201
12001,120045,5,3,0.173
12002,52801,1,3,0.171
12002,52801,2,3,0.224
12002,52801,3,3,0.222
12002,52801,4,3,0.222
12002,52801,5,3,0.195
12100,509606,1,3,0.17
12100,509606,2,3,0.216
12100,509606,3,3,0.224
12100,509606,4,3,0.214
12100,509606,5,3,0.171
12200,1286045,1,3,0.171
12200,1286045,2,3,0.212
12200,1286045,3,3,0.226
12200,1286045,4,3,0.219
12200,1286045,5,3,0.179
12301,154452,1,3,0.207
12301,154452,2,3,0.236
12301,154452,3,3,0.24
12301,154452,4,3,0.224
12301,154452,5,3,0.182
12302,83975,1,3,0.192
12302,83975,2,3,0.226
12302,83975,3,3,0.238
12302,83975,4,3,0.245
12302,83975,5,3,0.199
12401,84783,1,3,0.177
12401,84783,2,3,0.205
12401,84783,3,3,0.229
12401,84783,4,3,0.208
12401,84783,5,3,0.181
12402,104421,1,3,0.188
12402,104421,2,3,0.224
12402,104421,3,3,0.221
12402,104421,4,3,0.205
12402,104421,5,3,0.201
12501,1179009,1,3,0.168
12501,1179009,2,3,0.21
12501,1179009,3,3,0.218
12501,1179009,4,3,0.218
12501,1179009,5,3,0.179
12502,109851,1,3,0.172
12502,109851,2,3,0.218
12502,109851,3,3,0.225
12502,109851,4,3,0.214
12502,109851,5,3,0.214
12600,104034,1,3,0.161
12600,104034,2,3,0.2
12600,104034,3,3,0.22
12600,104034,4,3,0.202
12600,104034,5,3,0.189
12701,1954800,1,3,0.156
12701,1954800,2,3,0.201
12701,1954800,3,3,0.218
12701,1954800,4,3,0.212
12701,1954800,5,3,0.172
12702,52963,1,3,0.172
12702,52963,2,3,0.176
12702,52963,3,3,0.222
12702,52963,4,3,0.186
12702,52963,5,3,0.147
12800,134026,1,3,0.202
12800,134026,2,3,0.203
12800,134026,3,3,0.205
12800,134026,4,3,0.193
12800,134026,5,3,0.173
12901,525970,1,3,0.159
12901,525970,2,3,0.199
12901,525970,3,3,0.207
12901,525970,4,3,0.207
12901,525970,5,3,0.175
12902,40195,1,3,0.164
12902,40195,2,3,0.206
12902,40195,3,3,0.239
12902,40195,4,3,0.206
12902,40195,5,3,0.16
12903,86667,1,3,0.187
12903,86667,2,3,0.207
12903,86667,3,3,0.218
12903,86667,4,3,0.209
12903,86667,5,3,0.18
13000,176597,1,3,0.194
13000,176597,2,3,0.221
13000,176597,3,3,0.221
13000,176597,4,3,0.214
13000,176597,5,3,0.178
13101,1100767,1,3,0.167
13101,1100767,2,3,0.213
13101,1100767,3,3,0.222
13101,1100767,4,3,0.212
13101,1100767,5,3,0.188
13102,49985,1,3,0.162
13102,49985,2,3,0.19
13102,49985,3,3,0.201
13102,49985,4,3,0.191
13102,49985,5,3,0.145
13103,66605,1,3,0.195
13103,66605,2,3,0.221
13103,66605,3,3,0.212
13103,66605,4,3,0.219
13103,66605,5,3,0.172
13200,177640,1,3,0.183
13200,177640,2,3,0.206
13200,177640,3,3,0.194
13200,177640,4,3,0.185
13200,177640,5,3,0.177
13300,246623,1,3,0.208
13300,246623,2,3,0.239
13300,246623,3,3,0.239
13300,246623,4,3,0.214
13300,246623,5,3,0.184
13400,260393,1,3,0.179
13400,260393,2,3,0.217
13400,260393,3,3,0.224
13400,260393,4,3,0.2
13400,260393,5,3,0.164
13501,834343,1,3,0.16
13501,834343,2,3,0.21
13501,834343,3,3,0.213
13501,834343,4,3,0.21
13501,834343,5,3,0.177
13502,98981,1,3,0.214
13502,98981,2,3,0.232
13502,98981,3,3,0.256
13502,98981,4,3,0.224
13502,98981,5,3,0.179
13600,657906,1,3,0.156
13600,657906,2,3,0.212
13600,657906,3,3,0.223
13600,657906,4,3,0.21
13600,657906,5,3,0.178
13700,372184,1,3,0.204
13700,372184,2,3,0.219
13700,372184,3,3,0.233
13700,372184,4,3,0.221
13700,372184,5,3,0.181
13800,129528,1,3,0.205
13800,129528,2,3,0.215
13800,129528,3,3,0.216
13800,129528,4,3,0.206
13800,129528,5,3,0.173
13900,192308,1,3,0.178
13900,192308,2,3,0.218
13900,192308,3,3,0.212
13900,192308,4,3,0.192
13900,192308,5,3,0.172
14000,415487,1,3,0.158
14000,415487,2,3,0.196
14000,415487,3,3,0.213
14000,415487,4,3,0.204
14000,415487,5,3,0.18
14100,557161,1,3,0.176
14100,557161,2,3,0.211
14100,557161,3,3,0.222
14100,557161,4,3,0.21
14100,557161,5,3,0.175
14200,1507346,1,3,0.167
14200,1507346,2,3,0.213
14200,1507346,3,3,0.227
14200,1507346,4,3,0.215
14200,1507346,5,3,0.179
14300,163284,1,3,0.172
14300,163284,2,3,0.219
14300,163284,3,3,0.218
14300,163284,4,3,0.192
14300,163284,5,3,0.166
14400,261832,1,3,0.187
14400,261832,2,3,0.214
14400,261832,3,3,0.213
14400,261832,4,3,0.193
14400,261832,5,3,0.167
14500,347966,1,3,0.184
14500,347966,2,3,0.213
14500,347966,3,3,0.22
14500,347966,4,3,0.205
14500,347966,5,3,0.168
14600,280923,1,3,0.18
14600,280923,2,3,0.211
14600,280923,3,3,0.216
14600,280923,4,3,0.21
14600,280923,5,3,0.165
14700,388604,1,3,0.165
14700,388604,2,3,0.2
14700,388604,3,3,0.188
14700,388604,4,3,0.183
14700,388604,5,3,0.153
14801,55642,1,3,0.214
14801,55642,2,3,0.222
14801,55642,3,3,0.19
14801,55642,4,3,0.161
14801,55642,5,3,0.178
14802,54708,1,3,0.173
14802,54708,2,3,0.189
14802,54708,3,3,0.189
14802,54708,4,3,0.169
14802,54708,5,3,0.143
14900,675971,1,3,0.166
14900,675971,2,3,0.194
14900,675971,3,3,0.194
14900,675971,4,3,0.183
14900,675971,5,3,0.159
15000,700866,1,3,0.188
15000,700866,2,3,0.238
15000,700866,3,3,0.23
15000,700866,4,3,0.213
15000,700866,5,3,0.183
15100,423702,1,3,0.162
15100,423702,2,3,0.204
15100,423702,3,3,0.224
15100,423702,4,3,0.225
15100,423702,5,3,0.193
15200,2661167,1,3,0.166
15200,2661167,2,3,0.218
15200,2661167,3,3,0.232
15200,2661167,4,3,0.217
15200,2661167,5,3,0.178
15300,202967,1,3,0.184
15300,202967,2,3,0.203
15300,202967,3,3,0.213
15300,202967,4,3,0.194
15300,202967,5,3,0.192
15400,188410,1,3,0.175
15400,188410,2,3,0.215
15400,188410,3,3,0.233
15400,188410,4,3,0.214
15400,188410,5,3,0.183
15500,132008,1,3,0.186
15500,132008,2,3,0.205
15500,132008,3,3,0.21
15500,132008,4,3,0.206
15500,132008,5,3,0.177
15600,195637,1,3,0.174
15600,195637,2,3,0.19
15600,195637,3,3,0.205
15600,195637,4,3,0.177
15600,195637,5,3,0.169
15700,225682,1,3,0.149
15700,225682,2,3,0.205
15700,225682,3,3,0.201
15700,225682,4,3,0.184
15700,225682,5,3,0.173
15800,142321,1,3,0.168
15800,142321,2,3,0.199
15800,142321,3,3,0.211
15800,142321,4,3,0.171
15800,142321,5,3,0.174
15900,1663807,1,3,0.167
15900,1663807,2,3,0.214
15900,1663807,3,3,0.23
15900,1663807,4,3,0.223
15900,1663807,5,3,0.186
16000,326186,1,3,0.177
16000,326186,2,3,0.224
16000,326186,3,3,0.229
16000,326186,4,3,0.213
16000,326186,5,3,0.185
16100,310658,1,3,0.203
16100,310658,2,3,0.221
16100,310658,3,3,0.209
16100,310658,4,3,0.202
16100,310658,5,3,0.155
16200,411749,1,3,0.191
16200,411749,2,3,0.219
16200,411749,3,3,0.211
16200,411749,4,3,0.191
16200,411749,5,3,0.15
16300,2561364,1,3,0.181
16300,2561364,2,3,0.217
16300,2561364,3,3,0.213
16300,2561364,4,3,0.198
16300,2561364,5,3,0.161
16400,809682,1,3,0.176
16400,809682,2,3,0.219
16400,809682,3,3,0.222
16400,809682,4,3,0.207
16400,809682,5,3,0.173
16500,659098,1,3,0.191
16500,659098,2,3,0.225
16500,659098,3,3,0.227
16500,659098,4,3,0.204
16500,659098,5,3,0.169
16600,468038,1,3,0.179
16600,468038,2,3,0.221
16600,468038,3,3,0.227
16600,468038,4,3,0.212
16600,468038,5,3,0.176
16701,60271,1,3,0.176
16701,60271,2,3,0.218
16701,60271,3,3,0.202
16701,60271,4,3,0.188
16701,60271,5,3,0.189
16702,259942,1,3,0.174
16702,259942,2,3,0.194
16702,259942,3,3,0.203
16702,259942,4,3,0.171
16702,259942,5,3,0.147
16703,40323,1,3,0.15
16703,40323,2,3,0.202
16703,40323,3,3,0.201
16703,40323,4,3,0.152
16703,40323,5,3,0.171
16801,174251,1,3,0.17
16801,174251,2,3,0.183
16801,174251,3,3,0.202
16801,174251,4,3,0.174
16801,174251,5,3,0.167
16802,58143,1,3,0.172
16802,58143,2,3,0.202
16802,58143,3,3,0.182
16802,58143,4,3,0.156
16802,58143,5,3,0.151
16901,347345,1,3,0.159
16901,347345,2,3,0.179
16901,347345,3,3,0.191
16901,347345,4,3,0.193
16901,347345,5,3,0.161
16902,23028,1,3,0.165
16902,23028,2,3,0.207
16902,23028,3,3,0.196
16902,23028,4,3,0.167
16902,23028,5,3,0.1
17000,204354,1,3,0.142
17000,204354,2,3,0.167
17000,204354,3,3,0.17
17000,204354,4,3,0.159
17000,204354,5,3,0.157
17100,344380,1,3,0.155
17100,344380,2,3,0.186
17100,344380,3,3,0.189
17100,344380,4,3,0.184
17100,344380,5,3,0.163
17200,174641,1,3,0.197
17200,174641,2,3,0.237
17200,174641,3,3,0.226
17200,174641,4,3,0.216
17200,174641,5,3,0.182
17300,188559,1,3,0.206
17300,188559,2,3,0.235
17300,188559,3,3,0.238
17300,188559,4,3,0.21
17300,188559,5,3,0.173
17400,408535,1,3,0.187
17400,408535,2,3,0.223
17400,408535,3,3,0.219
17400,408535,4,3,0.191
17400,408535,5,3,0.161
17501,155822,1,3,0.189
17501,155822,2,3,0.217
17501,155822,3,3,0.211
17501,155822,4,3,0.177
17501,155822,5,3,0.146
17502,115649,1,3,0.181
17502,115649,2,3,0.21
17502,115649,3,3,0.209
17502,115649,4,3,0.212
17502,115649,5,3,0.173
17600,273489,1,3,0.193
17600,273489,2,3,0.219
17600,273489,3,3,0.227
17600,273489,4,3,0.221
17600,273489,5,3,0.184
17700,1080612,1,3,0.19
17700,1080612,2,3,0.224
17700,1080612,3,3,0.231
17700,1080612,4,3,0.219
17700,1080612,5,3,0.179
17800,161132,1,3,0.19
17800,161132,2,3,0.24
17800,161132,3,3,0.238
17800,161132,4,3,0.213
17800,161132,5,3,0.183
17900,294558,1,3,0.201
17900,294558,2,3,0.224
17900,294558,3,3,0.226
17900,294558,4,3,0.206
17900,294558,5,3,0.17
18000,2369699,1,3,0.19
18000,2369699,2,3,0.234
18000,2369699,3,3,0.234
18000,2369699,4,3,0.222
18000,2369699,5,3,0.182
18100,346894,1,3,0.191
18100,346894,2,3,0.211
18100,346894,3,3,0.224
18100,346894,4,3,0.22
18100,346894,5,3,0.167
18201,197898,1,3,0.193
18201,197898,2,3,0.227
18201,197898,3,3,0.226
18201,197898,4,3,0.209
18201,197898,5,3,0.18
18202,41086,1,3,0.224
18202,41086,2,3,0.203
18202,41086,3,3,0.205
18202,41086,4,3,0.198
18202,41086,5,3,0.177
18300,250613,1,3,0.192
18300,250613,2,3,0.232
18300,250613,3,3,0.226
18300,250613,4,3,0.2
18300,250613,5,3,0.189
18400,169879,1,3,0.196
18400,169879,2,3,0.225
18400,169879,3,3,0.231
18400,169879,4,3,0.215
18400,169879,5,3,0.198
18500,110160,1,3,0.224
18500,110160,2,3,0.233
18500,110160,3,3,0.228
18500,110160,4,3,0.232
18500,110160,5,3,0.19
18600,1061509,1,3,0.194
18600,1061509,2,3,0.234
18600,1061509,3,3,0.237
18600,1061509,4,3,0.218
18600,1061509,5,3,0.172
18700,191962,1,3,0.2
18700,191962,2,3,0.241
18700,191962,3,3,0.237
18700,191962,4,3,0.211
18700,191962,5,3,0.153
18800,857487,1,3,0.204
18800,857487,2,3,0.219
18800,857487,3,3,0.223
18800,857487,4,3,0.206
18800,857487,5,3,0.17
18900,227275,1,3,0.189
18900,227275,2,3,0.215
18900,227275,3,3,0.222
18900,227275,4,3,0.198
18900,227275,5,3,0.167
19000,637958,1,3,0.199
19000,637958,2,3,0.224
19000,637958,3,3,0.214
19000,637958,4,3,0.207
19000,637958,5,3,0.163
19100,1114959,1,3,0.19
19100,1114959,2,3,0.224
19100,1114959,3,3,0.226
19100,1114959,4,3,0.2
19100,1114959,5,3,0.164
19200,1051424,1,3,0.193
19200,1051424,2,3,0.225
19200,1051424,3,3,0.225
19200,1051424,4,3,0.208
19200,1051424,5,3,0.169
19300,873232,1,3,0.185
19300,873232,2,3,0.209
19300,873232,3,3,0.21
19300,873232,4,3,0.204
19300,873232,5,3,0.169
19400,11781395,1,3,0.188
19400,11781395,2,3,0.203
19400,11781395,3,3,0.196
19400,11781395,4,3,0.178
19400,11781395,5,3,0.139
19500,1126217,1,3,0.198
19500,1126217,2,3,0.203
19500,1126217,3,3,0.202
19500,1126217,4,3,0.185
19500,1126217,5,3,0.148
19600,5822286,1,3,0.192
19600,5822286,2,3,0.212
19600,5822286,3,3,0.202
19600,5822286,4,3,0.187
19600,5822286,5,3,0.146
19700,5602247,1,3,0.184
19700,5602247,2,3,0.209
19700,5602247,3,3,0.208
19700,5602247,4,3,0.196
19700,5602247,5,3,0.159
19800,586216,1,3,0.181
19800,586216,2,3,0.21
19800,586216,3,3,0.21
19800,586216,4,3,0.198
19800,586216,5,3,0.169
19901,439269,1,3,0.186
19901,439269,2,3,0.221
19901,439269,3,3,0.23
19901,439269,4,3,0.212
19901,439269,5,3,0.176
19902,154018,1,3,0.188
19902,154018,2,3,0.214
19902,154018,3,3,0.216
19902,154018,4,3,0.202
19902,154018,5,3,0.157
19903,51398,1,3,0.181
19903,51398,2,3,0.21
19903,51398,3,3,0.254
19903,51398,4,3,0.236
19903,51398,5,3,0.259
20001,289843,1,3,0.197
20001,289843,2,3,0.222
20001,289843,3,3,0.232
20001,289843,4,3,0.226
20001,289843,5,3,0.194
20002,33941,1,3,0.177
20002,33941,2,3,0.212
20002,33941,3,3,0.233
20002,33941,4,3,0.209
20002,33941,5,3,0.184
20003,73938,1,3,0.209
20003,73938,2,3,0.232
20003,73938,3,3,0.24
20003,73938,4,3,0.203
20003,73938,5,3,0.209
20100,690459,1,3,0.202
20100,690459,2,3,0.238
20100,690459,3,3,0.242
20100,690459,4,3,0.228
20100,690459,5,3,0.199
20200,321496,1,3,0.201
20200,321496,2,3,0.225
20200,321496,3,3,0.248
20200,321496,4,3,0.233
20200,321496,5,3,0.193
20301,95549,1,3,0.216
20301,95549,2,3,0.232
20301,95549,3,3,0.257
20301,95549,4,3,0.233
20301,95549,5,3,0.183
20302,265884,1,3,0.231
20302,265884,2,3,0.241
20302,265884,3,3,0.236
20302,265884,4,3,0.24
20302,265884,5,3,0.199
20401,1582997,1,3,0.201
20401,1582997,2,3,0.22
20401,1582997,3,3,0.221
20401,1582997,4,3,0.212
20401,1582997,5,3,0.166
20403,14987,1,3,0.218
20403,14987,2,3,0.241
20403,14987,3,3,0.223
20403,14987,4,3,0.207
20403,14987,5,3,0.169
20500,4974945,1,3,0.199
20500,4974945,2,3,0.214
20500,4974945,3,3,0.217
