cz,pop,parent,child,prop
21102,56993,3,2,0.202
21102,56993,4,2,0.161
21102,56993,5,2,0.117
21201,72898,1,2,0.196
21201,72898,2,2,0.169
21201,72898,3,2,0.153
21201,72898,4,2,0.119
21201,72898,5,2,0.093
21202,33969,1,2,0.228
21202,33969,2,2,0.169
21202,33969,3,2,0.123
21202,33969,4,2,0.091
21202,33969,5,2,0.091
21301,149925,1,2,0.233
21301,149925,2,2,0.19
21301,149925,3,2,0.153
21301,149925,4,2,0.135
21301,149925,5,2,0.101
21302,109871,1,2,0.244
21302,109871,2,2,0.201
21302,109871,3,2,0.15
21302,109871,4,2,0.142
21302,109871,5,2,0.106
21400,254139,1,2,0.223
21400,254139,2,2,0.175
21400,254139,3,2,0.162
21400,254139,4,2,0.121
21400,254139,5,2,0.105
21501,2904389,1,2,0.248
21501,2904389,2,2,0.214
21501,2904389,3,2,0.176
21501,2904389,4,2,0.14
21501,2904389,5,2,0.112
21502,41526,1,2,0.259
21502,41526,2,2,0.219
21502,41526,3,2,0.154
21502,41526,4,2,0.15
21502,41526,5,2,0.078
21600,141542,1,2,0.239
21600,141542,2,2,0.23
21600,141542,3,2,0.19
21600,141542,4,2,0.156
21600,141542,5,2,0.128
21701,228867,1,2,0.217
21701,228867,2,2,0.202
21701,228867,3,2,0.172
21701,228867,4,2,0.131
21701,228867,5,2,0.119
21702,71187,1,2,0.237
21702,71187,2,2,0.194
21702,71187,3,2,0.171
21702,71187,4,2,0.131
21702,71187,5,2,0.091
21801,78179,1,2,0.233
21801,78179,2,2,0.184
21801,78179,3,2,0.146
21801,78179,4,2,0.124
21801,78179,5,2,0.101
21802,72111,1,2,0.196
21802,72111,2,2,0.152
21802,72111,3,2,0.129
21802,72111,4,2,0.099
21802,72111,5,2,0.099
21900,113442,1,2,0.244
21900,113442,2,2,0.204
21900,113442,3,2,0.153
21900,113442,4,2,0.13
21900,113442,5,2,0.101
22001,222112,1,2,0.234
22001,222112,2,2,0.188
22001,222112,3,2,0.145
22001,222112,4,2,0.113
22001,222112,5,2,0.102
22002,29516,1,2,0.212
22002,29516,2,2,0.166
22002,29516,3,2,0.119
22002,29516,4,2,0.105
22002,29516,5,2,0.078
22100,203768,1,2,0.225
22100,203768,2,2,0.21
22100,203768,3,2,0.166
22100,203768,4,2,0.139
22100,203768,5,2,0.124
22200,252901,1,2,0.234
22200,252901,2,2,0.195
22200,252901,3,2,0.164
22200,252901,4,2,0.139
22200,252901,5,2,0.104
22300,142385,1,2,0.22
22300,142385,2,2,0.189
22300,142385,3,2,0.141
22300,142385,4,2,0.12
22300,142385,5,2,0.109
22400,195533,1,2,0.217
22400,195533,2,2,0.205
22400,195533,3,2,0.175
22400,195533,4,2,0.133
22400,195533,5,2,0.094
22500,549651,1,2,0.228
22500,549651,2,2,0.211
22500,549651,3,2,0.171
22500,549651,4,2,0.133
22500,549651,5,2,0.109
22601,310560,1,2,0.262
22601,310560,2,2,0.207
22601,310560,3,2,0.168
22601,310560,4,2,0.133
22601,310560,5,2,0.112
22602,65966,1,2,0.23
22602,65966,2,2,0.225
22602,65966,3,2,0.175
22602,65966,4,2,0.14
22602,65966,5,2,0.125
22700,370092,1,2,0.226
22700,370092,2,2,0.213
22700,370092,3,2,0.17
22700,370092,4,2,0.14
22700,370092,5,2,0.117
22800,305307,1,2,0.238
22800,305307,2,2,0.199
22800,305307,3,2,0.172
22800,305307,4,2,0.135
22800,305307,5,2,0.111
22900,220109,1,2,0.222
22900,220109,2,2,0.194
22900,220109,3,2,0.174
22900,220109,4,2,0.141
22900,220109,5,2,0.114
23000,116624,1,2,0.219
23000,116624,2,2,0.19
23000,116624,3,2,0.164
23000,116624,4,2,0.126
23000,116624,5,2,0.116
23100,590755,1,2,0.259
23100,590755,2,2,0.219
23100,590755,3,2,0.181
23100,590755,4,2,0.15
23100,590755,5,2,0.125
23200,163189,1,2,0.229
23200,163189,2,2,0.166
23200,163189,3,2,0.132
23200,163189,4,2,0.112
23200,163189,5,2,0.098
23301,101161,1,2,0.266
23301,101161,2,2,0.242
23301,101161,3,2,0.182
23301,101161,4,2,0.153
23301,101161,5,2,0.129
23302,101195,1,2,0.23
23302,101195,2,2,0.198
23302,101195,3,2,0.172
23302,101195,4,2,0.134
23302,101195,5,2,0.098
23400,206909,1,2,0.289
23400,206909,2,2,0.216
23400,206909,3,2,0.186
23400,206909,4,2,0.142
23400,206909,5,2,0.119
23500,382083,1,2,0.29
23500,382083,2,2,0.24
23500,382083,3,2,0.197
23500,382083,4,2,0.149
23500,382083,5,2,0.116
23600,136489,1,2,0.244
23600,136489,2,2,0.22
23600,136489,3,2,0.166
23600,136489,4,2,0.142
23600,136489,5,2,0.121
23700,145734,1,2,0.271
23700,145734,2,2,0.23
23700,145734,3,2,0.185
23700,145734,4,2,0.144
23700,145734,5,2,0.108
23801,382351,1,2,0.268
23801,382351,2,2,0.243
23801,382351,3,2,0.19
23801,382351,4,2,0.156
23801,382351,5,2,0.117
23802,70445,1,2,0.241
23802,70445,2,2,0.187
23802,70445,3,2,0.16
23802,70445,4,2,0.124
23802,70445,5,2,0.112
23900,529703,1,2,0.278
23900,529703,2,2,0.229
23900,529703,3,2,0.184
23900,529703,4,2,0.145
23900,529703,5,2,0.112
24000,584474,1,2,0.279
24000,584474,2,2,0.24
24000,584474,3,2,0.207
24000,584474,4,2,0.166
24000,584474,5,2,0.132
24100,1660659,1,2,0.308
24100,1660659,2,2,0.25
24100,1660659,3,2,0.194
24100,1660659,4,2,0.157
24100,1660659,5,2,0.117
24200,135167,1,2,0.282
24200,135167,2,2,0.218
24200,135167,3,2,0.196
24200,135167,4,2,0.155
24200,135167,5,2,0.116
24300,8183799,1,2,0.308
24300,8183799,2,2,0.265
24300,8183799,3,2,0.213
24300,8183799,4,2,0.164
24300,8183799,5,2,0.116
24400,622573,1,2,0.288
24400,622573,2,2,0.234
24400,622573,3,2,0.205
24400,622573,4,2,0.174
24400,622573,5,2,0.125
24500,111509,1,2,0.254
24500,111509,2,2,0.241
24500,111509,3,2,0.208
24500,111509,4,2,0.144
24500,111509,5,2,0.129
24600,137456,1,2,0.258
24600,137456,2,2,0.232
24600,137456,3,2,0.195
24600,137456,4,2,0.138
24600,137456,5,2,0.12
24701,2325609,1,2,0.31
24701,2325609,2,2,0.266
24701,2325609,3,2,0.211
24701,2325609,4,2,0.162
24701,2325609,5,2,0.125
24702,37989,1,2,0.263
24702,37989,2,2,0.213
24702,37989,3,2,0.162
24702,37989,4,2,0.144
24702,37989,5,2,0.125
24801,84748,1,2,0.257
24801,84748,2,2,0.226
24801,84748,3,2,0.177
24801,84748,4,2,0.136
24801,84748,5,2,0.113
24802,267992,1,2,0.295
24802,267992,2,2,0.255
24802,267992,3,2,0.199
24802,267992,4,2,0.147
24802,267992,5,2,0.128
24900,382997,1,2,0.27
24900,382997,2,2,0.226
24900,382997,3,2,0.186
24900,382997,4,2,0.148
24900,382997,5,2,0.116
25000,152421,1,2,0.253
25000,152421,2,2,0.207
25000,152421,3,2,0.167
25000,152421,4,2,0.132
25000,152421,5,2,0.102
25101,64068,1,2,0.257
25101,64068,2,2,0.23
25101,64068,3,2,0.207
25101,64068,4,2,0.186
25101,64068,5,2,0.153
25102,90551,1,2,0.262
25102,90551,2,2,0.22
25102,90551,3,2,0.179
25102,90551,4,2,0.143
25102,90551,5,2,0.138
25103,76174,1,2,0.239
25103,76174,2,2,0.246
25103,76174,3,2,0.184
25103,76174,4,2,0.132
25103,76174,5,2,0.128
25104,51737,1,2,0.253
25104,51737,2,2,0.18
25104,51737,3,2,0.188
25104,51737,4,2,0.141
25104,51737,5,2,0.093
25105,64601,1,2,0.24
25105,64601,2,2,0.227
25105,64601,3,2,0.193
25105,64601,4,2,0.129
25105,64601,5,2,0.134
25200,151629,1,2,0.241
25200,151629,2,2,0.206
25200,151629,3,2,0.178
25200,151629,4,2,0.128
25200,151629,5,2,0.102
25300,117387,1,2,0.286
25300,117387,2,2,0.244
25300,117387,3,2,0.205
25300,117387,4,2,0.142
25300,117387,5,2,0.135
25401,138654,1,2,0.277
25401,138654,2,2,0.237
25401,138654,3,2,0.196
25401,138654,4,2,0.142
25401,138654,5,2,0.112
25402,34177,1,2,0.27
25402,34177,2,2,0.224
25402,34177,3,2,0.184
25402,34177,4,2,0.191
25402,34177,5,2,0.189
25500,141040,1,2,0.262
25500,141040,2,2,0.227
25500,141040,3,2,0.175
25500,141040,4,2,0.134
25500,141040,5,2,0.094
25601,265022,1,2,0.276
25601,265022,2,2,0.231
25601,265022,3,2,0.192
25601,265022,4,2,0.15
25601,265022,5,2,0.123
25602,37978,1,2,0.234
25602,37978,2,2,0.182
25602,37978,3,2,0.143
25602,37978,4,2,0.1
25602,37978,5,2,0.092
25701,184036,1,2,0.268
25701,184036,2,2,0.24
25701,184036,3,2,0.197
25701,184036,4,2,0.153
25701,184036,5,2,0.123
25702,73576,1,2,0.28
25702,73576,2,2,0.246
25702,73576,3,2,0.194
25702,73576,4,2,0.172
25702,73576,5,2,0.123
25800,105181,1,2,0.321
25800,105181,2,2,0.287
25800,105181,3,2,0.215
25800,105181,4,2,0.146
25800,105181,5,2,0.11
25900,198671,1,2,0.259
25900,198671,2,2,0.243
25900,198671,3,2,0.208
25900,198671,4,2,0.162
25900,198671,5,2,0.126
26001,20860,1,2,0.156
26001,20860,2,2,0.172
26001,20860,3,2,0.135
26001,20860,4,2,0.151
26001,20860,5,2,0.076
26002,286544,1,2,0.247
26002,286544,2,2,0.227
26002,286544,3,2,0.184
26002,286544,4,2,0.156
26002,286544,5,2,0.12
26004,14355,1,2,0.209
26004,14355,2,2,0.158
26004,14355,3,2,0.175
26004,14355,4,2,0.153
26004,14355,5,2,0.123
26101,56535,1,2,0.234
26101,56535,2,2,0.213
26101,56535,3,2,0.179
26101,56535,4,2,0.165
26101,56535,5,2,0.126
26102,48599,1,2,0.236
26102,48599,2,2,0.205
26102,48599,3,2,0.181
26102,48599,4,2,0.124
26102,48599,5,2,0.114
26103,22192,1,2,0.209
26103,22192,2,2,0.167
26103,22192,3,2,0.161
26103,22192,4,2,0.124
26103,22192,5,2,0.103
26104,14189,1,2,0.208
26104,14189,2,2,0.182
26104,14189,3,2,0.148
26104,14189,4,2,0.119
26104,14189,5,2,0.178
26105,12442,1,2,0.266
26105,12442,2,2,0.211
26105,12442,3,2,0.165
26105,12442,4,2,0.117
26105,12442,5,2,0
26106,29873,1,2,0.236
26106,29873,2,2,0.198
26106,29873,3,2,0.157
26106,29873,4,2,0.12
26106,29873,5,2,0.12
26107,38491,1,2,0.234
26107,38491,2,2,0.215
26107,38491,3,2,0.191
26107,38491,4,2,0.121
26107,38491,5,2,0.148
26201,114739,1,2,0.216
26201,114739,2,2,0.184
26201,114739,3,2,0.13
26201,114739,4,2,0.102
26201,114739,5,2,0.1
26203,10029,1,2,0.103
26203,10029,2,2,0.141
26203,10029,3,2,0.105
26203,10029,4,2,0.079
26203,10029,5,2,0.217
26301,22745,1,2,0.189
26301,22745,2,2,0.188
26301,22745,3,2,0.119
26301,22745,4,2,0.106
26301,22745,5,2,0.09
26302,6516,1,2,0.167
26302,6516,2,2,0.128
26302,6516,3,2,0.089
26302,6516,4,2,0.039
26302,6516,5,2,0.059
26303,16550,1,2,0.232
26303,16550,2,2,0.209
26303,16550,3,2,0.198
26303,16550,4,2,0.161
26303,16550,5,2,0.089
26304,74541,1,2,0.203
26304,74541,2,2,0.152
26304,74541,3,2,0.131
26304,74541,4,2,0.113
26304,74541,5,2,0.093
26305,11487,1,2,0.18
26305,11487,2,2,0.122
26305,11487,3,2,0.092
26305,11487,4,2,0.051
26305,11487,5,2,0.107
26404,8671,1,2,0.136
26404,8671,2,2,0.159
26404,8671,3,2,0.078
26404,8671,4,2,0.069
26404,8671,5,2,0.125
26406,12597,1,2,0.226
26406,12597,2,2,0.196
26406,12597,3,2,0.173
26406,12597,4,2,0.11
26406,12597,5,2,0.214
26408,12276,1,2,0.206
26408,12276,2,2,0.167
26408,12276,3,2,0.197
26408,12276,4,2,0.149
26408,12276,5,2,0.125
26409,12051,1,2,0.2
26409,12051,2,2,0.144
26409,12051,3,2,0.135
26409,12051,4,2,0.093
26409,12051,5,2,0.099
26410,27124,1,2,0.173
26410,27124,2,2,0.13
26410,27124,3,2,0.099
26410,27124,4,2,0.091
26410,27124,5,2,0.098
26411,22035,1,2,0.173
26411,22035,2,2,0.16
26411,22035,3,2,0.144
26411,22035,4,2,0.078
26411,22035,5,2,0.085
26412,24286,1,2,0.137
26412,24286,2,2,0.111
26412,24286,3,2,0.107
26412,24286,4,2,0.085
26412,24286,5,2,0.078
26501,40630,1,2,0.191
26501,40630,2,2,0.175
26501,40630,3,2,0.139
26501,40630,4,2,0.114
26501,40630,5,2,0.088
26502,14160,1,2,0.184
26502,14160,2,2,0.137
26502,14160,3,2,0.137
26502,14160,4,2,0.098
26502,14160,5,2,0.048
26503,200630,1,2,0.229
26503,200630,2,2,0.194
26503,200630,3,2,0.175
26503,200630,4,2,0.13
26503,200630,5,2,0.116
26504,40078,1,2,0.216
26504,40078,2,2,0.185
26504,40078,3,2,0.143
26504,40078,4,2,0.119
26504,40078,5,2,0.075
26601,17801,1,2,0.179
26601,17801,2,2,0.14
26601,17801,3,2,0.137
26601,17801,4,2,0.099
26601,17801,5,2,0.096
26602,20859,1,2,0.191
26602,20859,2,2,0.184
26602,20859,3,2,0.151
26602,20859,4,2,0.094
26602,20859,5,2,0.103
26603,8225,1,2,0.179
26603,8225,2,2,0.177
26603,8225,3,2,0.143
26603,8225,4,2,0.154
26603,8225,5,2,0.222
26604,7756,1,2,0.228
26604,7756,2,2,0.121
26604,7756,3,2,0.088
26604,7756,4,2,0.089
26604,7756,5,2,0.129
26605,52825,1,2,0.176
26605,52825,2,2,0.192
26605,52825,3,2,0.155
26605,52825,4,2,0.102
26605,52825,5,2,0.114
26701,101639,1,2,0.215
26701,101639,2,2,0.214
26701,101639,3,2,0.164
26701,101639,4,2,0.13
26701,101639,5,2,0.113
26702,31090,1,2,0.219
26702,31090,2,2,0.15
26702,31090,3,2,0.12
26702,31090,4,2,0.095
26702,31090,5,2,0.068
26703,28038,1,2,0.205
26703,28038,2,2,0.167
26703,28038,3,2,0.14
26703,28038,4,2,0.083
26703,28038,5,2,0.056
26704,108213,1,2,0.226
26704,108213,2,2,0.182
26704,108213,3,2,0.162
26704,108213,4,2,0.12
26704,108213,5,2,0.112
26801,206945,1,2,0.247
26801,206945,2,2,0.193
26801,206945,3,2,0.151
26801,206945,4,2,0.122
26801,206945,5,2,0.108
26802,16013,1,2,0.19
26802,16013,2,2,0.142
26802,16013,3,2,0.105
26802,16013,4,2,0.092
26802,16013,5,2,0.06
26803,38384,1,2,0.182
26803,38384,2,2,0.148
26803,38384,3,2,0.117
26803,38384,4,2,0.119
26803,38384,5,2,0.092
26901,117558,1,2,0.2
26901,117558,2,2,0.177
26901,117558,3,2,0.153
26901,117558,4,2,0.106
26901,117558,5,2,0.086
26902,69851,1,2,0.197
26902,69851,2,2,0.17
26902,69851,3,2,0.14
26902,69851,4,2,0.127
26902,69851,5,2,0.111
27001,14875,1,2,0.183
27001,14875,2,2,0.142
27001,14875,3,2,0.136
27001,14875,4,2,0.107
27001,14875,5,2,0.105
27002,9975,1,2,0.196
27002,9975,2,2,0.151
27002,9975,3,2,0.117
27002,9975,4,2,0.086
27002,9975,5,2,0.045
27003,6264,1,2,0.185
27003,6264,2,2,0.104
27003,6264,3,2,0.127
27003,6264,4,2,0.069
27003,6264,5,2,0
27004,11222,1,2,0.221
27004,11222,2,2,0.117
27004,11222,3,2,0.161
27004,11222,4,2,0.108
27004,11222,5,2,0.154
27005,47901,1,2,0.19
27005,47901,2,2,0.139
27005,47901,3,2,0.127
27005,47901,4,2,0.114
27005,47901,5,2,0.108
27006,27613,1,2,0.18
27006,27613,2,2,0.161
27006,27613,3,2,0.157
27006,27613,4,2,0.098
27006,27613,5,2,0.095
27007,19318,1,2,0.237
27007,19318,2,2,0.177
27007,19318,3,2,0.111
27007,19318,4,2,0.11
27007,19318,5,2,0.104
27008,20883,1,2,0.192
27008,20883,2,2,0.14
27008,20883,3,2,0.115
27008,20883,4,2,0.093
27008,20883,5,2,0.105
27009,11291,1,2,0.185
27009,11291,2,2,0.23
27009,11291,3,2,0.179
27009,11291,4,2,0.137
27009,11291,5,2,0.103
27011,20809,1,2,0.248
27011,20809,2,2,0.17
27011,20809,3,2,0.183
27011,20809,4,2,0.107
27011,20809,5,2,0.114
27101,85394,1,2,0.236
27101,85394,2,2,0.193
27101,85394,3,2,0.148
27101,85394,4,2,0.104
27101,85394,5,2,0.105
27102,51470,1,2,0.202
27102,51470,2,2,0.158
27102,51470,3,2,0.117
27102,51470,4,2,0.119
27102,51470,5,2,0.074
27201,58454,1,2,0.175
27201,58454,2,2,0.12
27201,58454,3,2,0.101
27201,58454,4,2,0.071
27201,58454,5,2,0.074
27202,60435,1,2,0.202
27202,60435,2,2,0.173
27202,60435,3,2,0.13
27202,60435,4,2,0.105
27202,60435,5,2,0.098
27301,61106,1,2,0.217
27301,61106,2,2,0.187
27301,61106,3,2,0.139
27301,61106,4,2,0.103
27301,61106,5,2,0.087
27302,49010,1,2,0.239
27302,49010,2,2,0.149
27302,49010,3,2,0.154
27302,49010,4,2,0.133
27302,49010,5,2,0.101
27401,52812,1,2,0.186
27401,52812,2,2,0.151
27401,52812,3,2,0.13
27401,52812,4,2,0.101
27401,52812,5,2,0.078
27402,101165,1,2,0.243
27402,101165,2,2,0.172
27402,101165,3,2,0.153
27402,101165,4,2,0.123
27402,101165,5,2,0.111
27501,595842,1,2,0.252
27501,595842,2,2,0.195
27501,595842,3,2,0.164
27501,595842,4,2,0.13
27501,595842,5,2,0.107
27502,35600,1,2,0.224
27502,35600,2,2,0.205
27502,35600,3,2,0.128
27502,35600,4,2,0.103
27502,35600,5,2,0.104
27503,34687,1,2,0.219
27503,34687,2,2,0.162
27503,34687,3,2,0.151
27503,34687,4,2,0.081
27503,34687,5,2,0.093
27504,48729,1,2,0.188
27504,48729,2,2,0.169
27504,48729,3,2,0.125
27504,48729,4,2,0.095
27504,48729,5,2,0.075
27601,158442,1,2,0.232
27601,158442,2,2,0.227
27601,158442,3,2,0.187
27601,158442,4,2,0.143
27601,158442,5,2,0.148
27602,8491,1,2,0.256
27602,8491,2,2,0.188
27602,8491,3,2,0.252
27602,8491,4,2,0.13
27602,8491,5,2,0.2
27603,5126,1,2,0.152
27603,5126,2,2,0.18
27603,5126,3,2,0.114
27603,5126,4,2,0.09
27603,5126,5,2,0.087
27605,11133,1,2,0.196
27605,11133,2,2,0.222
27605,11133,3,2,0.241
27605,11133,4,2,0.108
27605,11133,5,2,0.381
27701,65903,1,2,0.231
27701,65903,2,2,0.19
27701,65903,3,2,0.159
27701,65903,4,2,0.127
27701,65903,5,2,0.111
27702,95526,1,2,0.263
27702,95526,2,2,0.202
27702,95526,3,2,0.167
27702,95526,4,2,0.151
27702,95526,5,2,0.117
27703,21345,1,2,0.236
27703,21345,2,2,0.167
27703,21345,3,2,0.16
27703,21345,4,2,0.137
27703,21345,5,2,0.089
27704,22238,1,2,0.186
27704,22238,2,2,0.184
27704,22238,3,2,0.178
27704,22238,4,2,0.235
27704,22238,5,2,0.172
27801,56990,1,2,0.176
27801,56990,2,2,0.178
27801,56990,3,2,0.158
27801,56990,4,2,0.126
27801,56990,5,2,0.082
27802,61167,1,2,0.205
27802,61167,2,2,0.157
27802,61167,3,2,0.123
27802,61167,4,2,0.119
27802,61167,5,2,0.098
27901,42251,1,2,0.216
27901,42251,2,2,0.175
27901,42251,3,2,0.156
27901,42251,4,2,0.123
27901,42251,5,2,0.096
27902,26871,1,2,0.176
27902,26871,2,2,0.175
27902,26871,3,2,0.145
27902,26871,4,2,0.079
27902,26871,5,2,0.085
27903,77708,1,2,0.231
27903,77708,2,2,0.192
27903,77708,3,2,0.155
27903,77708,4,2,0.128
27903,77708,5,2,0.093
28001,187773,1,2,0.256
28001,187773,2,2,0.205
28001,187773,3,2,0.174
28001,187773,4,2,0.137
28001,187773,5,2,0.113
28002,25165,1,2,0.195
28002,25165,2,2,0.164
28002,25165,3,2,0.12
28002,25165,4,2,0.133
28002,25165,5,2,0.015
28101,311956,1,2,0.254
28101,311956,2,2,0.206
28101,311956,3,2,0.173
28101,311956,4,2,0.141
28101,311956,5,2,0.111
28102,40078,1,2,0.184
28102,40078,2,2,0.17
28102,40078,3,2,0.163
28102,40078,4,2,0.117
28102,40078,5,2,0.126
28201,48197,1,2,0.201
28201,48197,2,2,0.195
28201,48197,3,2,0.141
28201,48197,4,2,0.123
28201,48197,5,2,0.055
28202,803201,1,2,0.28
28202,803201,2,2,0.223
28202,803201,3,2,0.179
28202,803201,4,2,0.147
28202,803201,5,2,0.114
28301,39751,1,2,0.177
28301,39751,2,2,0.17
28301,39751,3,2,0.13
28301,39751,4,2,0.13
28301,39751,5,2,0.085
28302,16920,1,2,0.254
28302,16920,2,2,0.174
28302,16920,3,2,0.159
28302,16920,4,2,0.111
28302,16920,5,2,0.071
28304,8122,1,2,0.198
28304,8122,2,2,0.186
28304,8122,3,2,0.201
28304,8122,4,2,0.091
28304,8122,5,2,0.109
28305,13105,1,2,0.195
28305,13105,2,2,0.165
28305,13105,3,2,0.123
28305,13105,4,2,0.076
28305,13105,5,2,0.143
28306,35939,1,2,0.254
28306,35939,2,2,0.207
28306,35939,3,2,0.192
28306,35939,4,2,0.15
28306,35939,5,2,0.153
28401,587132,1,2,0.256
28401,587132,2,2,0.228
28401,587132,3,2,0.203
28401,587132,4,2,0.177
28401,587132,5,2,0.148
28502,187782,1,2,0.261
28502,187782,2,2,0.244
28502,187782,3,2,0.197
28502,187782,4,2,0.168
28502,187782,5,2,0.126
28503,23069,1,2,0.246
28503,23069,2,2,0.203
28503,23069,3,2,0.182
28503,23069,4,2,0.191
28503,23069,5,2,0.157
28504,11864,1,2,0.214
28504,11864,2,2,0.182
28504,11864,3,2,0.11
28504,11864,4,2,0.122
28504,11864,5,2,0.083
28601,6438,1,2,0.234
28601,6438,2,2,0.179
28601,6438,3,2,0.109
28601,6438,4,2,0.139
28601,6438,5,2,0.036
28602,5953,1,2,0.205
28602,5953,2,2,0.203
28602,5953,3,2,0.212
28602,5953,4,2,0.151
28602,5953,5,2,0.194
28603,10537,1,2,0.216
28603,10537,2,2,0.193
28603,10537,3,2,0.16
28603,10537,4,2,0.075
28603,10537,5,2,0.1
28604,17107,1,2,0.165
28604,17107,2,2,0.171
28604,17107,3,2,0.114
28604,17107,4,2,0.117
28604,17107,5,2,0.06
28605,8509,1,2,0.212
28605,8509,2,2,0.147
28605,8509,3,2,0.113
28605,8509,4,2,0.114
28605,8509,5,2,0.03
28607,19695,1,2,0.182
28607,19695,2,2,0.143
28607,19695,3,2,0.16
28607,19695,4,2,0.115
28607,19695,5,2,0.056
28608,56033,1,2,0.211
28608,56033,2,2,0.163
28608,56033,3,2,0.144
28608,56033,4,2,0.137
28608,56033,5,2,0.09
28609,48464,1,2,0.207
28609,48464,2,2,0.157
28609,48464,3,2,0.168
28609,48464,4,2,0.119
28609,48464,5,2,0.108
28701,16242,1,2,0.221
28701,16242,2,2,0.221
28701,16242,3,2,0.173
28701,16242,4,2,0.157
28701,16242,5,2,0.191
28702,131682,1,2,0.221
28702,131682,2,2,0.188
28702,131682,3,2,0.178
28702,131682,4,2,0.162
28702,131682,5,2,0.141
28703,12442,1,2,0.236
28703,12442,2,2,0.192
28703,12442,3,2,0.198
28703,12442,4,2,0.144
28703,12442,5,2,0.145
28704,33591,1,2,0.192
28704,33591,2,2,0.21
28704,33591,3,2,0.173
28704,33591,4,2,0.139
28704,33591,5,2,0.14
28800,459601,1,2,0.233
28800,459601,2,2,0.217
28800,459601,3,2,0.184
28800,459601,4,2,0.155
28800,459601,5,2,0.138
28900,2449044,1,2,0.241
28900,2449044,2,2,0.22
28900,2449044,3,2,0.198
28900,2449044,4,2,0.168
28900,2449044,5,2,0.132
29001,18232,1,2,0.22
29001,18232,2,2,0.178
29001,18232,3,2,0.142
29001,18232,4,2,0.11
29001,18232,5,2,0.085
29003,42837,1,2,0.219
29003,42837,2,2,0.225
29003,42837,3,2,0.142
29003,42837,4,2,0.113
29003,42837,5,2,0.092
29004,47227,1,2,0.207
29004,47227,2,2,0.179
29004,47227,3,2,0.15
29004,47227,4,2,0.127
29004,47227,5,2,0.086
29005,82076,1,2,0.267
29005,82076,2,2,0.227
29005,82076,3,2,0.168
29005,82076,4,2,0.147
29005,82076,5,2,0.107
29006,38196,1,2,0.218
29006,38196,2,2,0.213
29006,38196,3,2,0.147
29006,38196,4,2,0.123
29006,38196,5,2,0.093
29007,8631,1,2,0.259
29007,8631,2,2,0.209
29007,8631,3,2,0.135
29007,8631,4,2,0.133
29007,8631,5,2,0.103
29008,5609,1,2,0.264
29008,5609,2,2,0.139
29008,5609,3,2,0.102
29008,5609,4,2,0.07
29008,5609,5,2,0
29101,19894,1,2,0.223
29101,19894,2,2,0.162
29101,19894,3,2,0.132
29101,19894,4,2,0.107
29101,19894,5,2,0.068
29102,11112,1,2,0.168
29102,11112,2,2,0.144
29102,11112,3,2,0.112
29102,11112,4,2,0.076
29102,11112,5,2,0.042
29103,11384,1,2,0.233
29103,11384,2,2,0.166
29103,11384,3,2,0.105
29103,11384,4,2,0.094
29103,11384,5,2,0.056
29104,63338,1,2,0.252
29104,63338,2,2,0.238
29104,63338,3,2,0.19
29104,63338,4,2,0.161
29104,63338,5,2,0.113
29201,21441,1,2,0.179
29201,21441,2,2,0.171
29201,21441,3,2,0.102
29201,21441,4,2,0.124
29201,21441,5,2,0.08
29202,17448,1,2,0.212
29202,17448,2,2,0.133
29202,17448,3,2,0.099
29202,17448,4,2,0.096
29202,17448,5,2,0.089
29203,143269,1,2,0.266
29203,143269,2,2,0.224
29203,143269,3,2,0.185
29203,143269,4,2,0.144
29203,143269,5,2,0.126
29204,324513,1,2,0.261
29204,324513,2,2,0.23
29204,324513,3,2,0.192
29204,324513,4,2,0.158
29204,324513,5,2,0.127
29301,553506,1,2,0.277
29301,553506,2,2,0.235
29301,553506,3,2,0.193
29301,553506,4,2,0.172
29301,553506,5,2,0.131
29302,75784,1,2,0.239
29302,75784,2,2,0.185
29302,75784,3,2,0.177
29302,75784,4,2,0.125
29302,75784,5,2,0.093
29303,51584,1,2,0.276
29303,51584,2,2,0.201
29303,51584,3,2,0.185
29303,51584,4,2,0.156
29303,51584,5,2,0.118
29401,51067,1,2,0.249
29401,51067,2,2,0.188
29401,51067,3,2,0.173
29401,51067,4,2,0.133
29401,51067,5,2,0.095
29402,47830,1,2,0.239
29402,47830,2,2,0.207
29402,47830,3,2,0.173
29402,47830,4,2,0.14
29402,47830,5,2,0.123
29403,145981,1,2,0.248
29403,145981,2,2,0.22
29403,145981,3,2,0.181
29403,145981,4,2,0.154
29403,145981,5,2,0.116
29501,85465,1,2,0.24
29501,85465,2,2,0.228
29501,85465,3,2,0.183
29501,85465,4,2,0.155
29501,85465,5,2,0.115
29502,1762873,1,2,0.266
29502,1762873,2,2,0.237
29502,1762873,3,2,0.202
29502,1762873,4,2,0.16
29502,1762873,5,2,0.124
29503,158300,1,2,0.248
29503,158300,2,2,0.209
29503,158300,3,2,0.193
29503,158300,4,2,0.147
29503,158300,5,2,0.104
29504,88232,1,2,0.253
29504,88232,2,2,0.253
29504,88232,3,2,0.189
29504,88232,4,2,0.158
29504,88232,5,2,0.092
29505,33693,1,2,0.233
29505,33693,2,2,0.194
29505,33693,3,2,0.11
29505,33693,4,2,0.125
29505,33693,5,2,0.061
29506,18093,1,2,0.275
29506,18093,2,2,0.186
29506,18093,3,2,0.166
29506,18093,4,2,0.139
